"!наз. од.","рід","клич.","род. одн.","дав. одн.","знах. одн.","оруд. одн.","місц. одн."
"Туриевна","F","Туріївно","Туріївни","Туріївні","Туріївни","Туріївною","Туріївні"
"Турсинович","M","Турсиновичу","Турсиновича","Турсиновичу","Турсиновича","Турсиновичем","Турсиновичу"
"Турсуновна","F","Турсунівно","Турсунівни","Турсунівні","Турсунівни","Турсунівною","Турсунівні"
"Тутусиевич","M","Тутусійовичу","Тутусійовича","Тутусійовичу","Тутусійовича","Тутусійовичем","Тутусійовичу"
"Тухтасиевич","M","Тухтасійовичу","Тухтасійовича","Тухтасійовичу","Тухтасійовича","Тухтасійовичем","Тухтасійовичу"
"Тымкович","M","Тимковичу","Тимковича","Тимковичу","Тимковича","Тимковичем","Тимковичу"
"Тіборович","M","","","","","",""
"Тіборівна","F","","","","","",""
"Тігранович","M","","","","","",""
"Тігранівна","F","","","","","",""
"Тімович","M","","","","","",""
"Тімівна","F","","","","","",""
"Тітович","M","","","","","",""
"Тітівна","F","","","","","",""
"Удайович","M","","","","","",""
"Удаївна","F","","","","","",""
"Узакович","M","","","","","",""
"Узаківна","F","","","","","",""
"Уктямовна","F","Уктямівно","Уктямівни","Уктямівні","Уктямівни","Уктямівною","Уктямівні"
"Улвійович","M","","","","","",""
"Улвіївна","F","","","","","",""
"Улишевна","F","Улішівно","Улішівни","Улішівні","Улішівни","Улішівною","Улішівні"
"Ульрихович","M","Ульріховичу","Ульріховича","Ульріховичу","Ульріховича","Ульріховичем","Ульріховичу"
"Ульфатович","M","Ульфатовичу","Ульфатовича","Ульфатовичу","Ульфатовича","Ульфатовичем","Ульфатовичу"
"Ульянович","M","Ульяновичу","Ульяновича","Ульяновичу","Ульяновича","Ульяновичем","Ульяновичу"
"Ульяновна","F","Улянівно","Улянівни","Улянівні","Улянівни","Улянівною","Улянівні"
"Уліянович","M","","","","","",""
"Уліянівна","F","","","","","",""
"Умакановна","F","Умаканівно","Умаканівни","Умаканівні","Умаканівни","Умаканівною","Умаканівні"
"Умаровна","F","Умарівно","Умарівни","Умарівні","Умарівни","Умарівною","Умарівні"
"Уматгериевна","F","Уматгеріївно","Уматгеріївни","Уматгеріївні","Уматгеріївни","Уматгеріївною","Уматгеріївні"
"Умерович","M","Умеровичу","Умеровича","Умеровичу","Умеровича","Умеровичем","Умеровичу"
"Умеровна","F","Умерівно","Умерівни","Умерівні","Умерівни","Умерівною","Умерівні"
"Умерівна","F","","","","","",""
"Уметович","M","Уметовичу","Уметовича","Уметовичу","Уметовича","Уметовичем","Уметовичу"
"Умирянович","M","Умиряновичу","Умиряновича","Умиряновичу","Умиряновича","Умиряновичем","Умиряновичу"
"Умурзакович","M","Умурзаковичу","Умурзаковича","Умурзаковичу","Умурзаковича","Умурзаковичем","Умурзаковичу"
"Умідович","M","","","","","",""
"Умідівна","F","","","","","",""
"Унаркулович","M","Унаркуловичу","Унаркуловича","Унаркуловичу","Унаркуловича","Унаркуловичем","Унаркуловичу"
"Уолентович","M","Уолентовичу","Уолентовича","Уолентовичу","Уолентовича","Уолентовичем","Уолентовичу"
"Урʼєвич","M","","","","","",""
"Урʼївна","F","","","","","",""
"Уразалиевич","M","Уразалійовичу","Уразалійовича","Уразалійовичу","Уразалійовича","Уразалійовичем","Уразалійовичу"
"Урал Оглы","M","Урал Огли","Урал Огли","Урал Огли","Урал Огли","Урал Огли","Урал Огли"
"Уринеевна","F","Уриніївно","Уриніївни","Уриніївні","Уриніївни","Уриніївною","Уриніївні"
"Урмасович","M","","","","","",""
"Урмасівна","F","","","","","",""
"Урфанович","M","","","","","",""
"Урфанівна","F","","","","","",""
"Урхович","M","","","","","",""
"Урхівна","F","","","","","",""
"Усамавич","M","","","","","",""
"Усаміївна","F","","","","","",""
"Усеинович","M","Усеїновичу","Усеїновича","Усеїновичу","Усеїновича","Усеїновичем","Усеїновичу"
"Усеиновна","F","Усеїнівно","Усеїнівни","Усеїнівні","Усеїнівни","Усеїнівною","Усеїнівні"
"Усейнович","M","","","","","",""
"Усейнівна","F","","","","","",""
"Усманович","M","Усмановичу","Усмановича","Усмановичу","Усмановича","Усмановичем","Усмановичу"
"Усманівна","F","","","","","",""
"Устимович","M","Устимовичу","Устимовича","Устимовичу","Устимовича","Устимовичем","Устимовичу"
"Устимовна","F","Устимівно","Устимівни","Устимівні","Устимівни","Устимівною","Устимівні"
"Устимівна","F","","","","","",""
"Устинович","M","Устиновичу","Устиновича","Устиновичу","Устиновича","Устиновичем","Устиновичу"
"Устиновна","F","Устинівно","Устинівни","Устинівні","Устинівни","Устинівною","Устинівні"
"Ушарович","M","Ушаровичу","Ушаровича","Ушаровичу","Ушаровича","Ушаровичем","Ушаровичу"
"Фаатович","M","Фаатовичу","Фаатовича","Фаатовичу","Фаатовича","Фаатовичем","Фаатовичу"
"Фаатовна","F","Фаатівно","Фаатівни","Фаатівні","Фаатівни","Фаатівною","Фаатівну"
"Фабиянович","M","Фабіяновичу","Фабіяновича","Фабіяновичу","Фабіяновича","Фабіяновичем","Фабіяновичу"
"Фабріцівна","F","","","","","",""
"Фабріціович","M","","","","","",""
"Фавасимович","M","Фавасимовичу","Фавасимовича","Фавасимовичу","Фавасимовича","Фавасимовичем","Фавасимовичу"
"Фавовна","F","Фавівно","Фавівни","Фавівні","Фавівни","Фавівною","Фавівні"
"Фагдович","M","","","","","",""
"Фагдівна","F","","","","","",""
"Фагимович","M","Фагімовичу","Фагімовича","Фагімовичу","Фагімовича","Фагімовичем","Фагімовичу"
"Фагимовна","F","Фагимівно","Фагимівни","Фагимівні","Фагимівни","Фагимівною","Фагимівні"
"Фадеевич","M","Фадійовичу","Фадійовича","Фадійовичу","Фадійовича","Фадійовичем","Фадійовичу"
"Фадеевна","F","Фадіївно","Фадіївни","Фадіївні","Фадіївни","Фадіївною","Фадіївні"
"Фадизович","M","Фадизовичу","Фадизовича","Фадизовичу","Фадизовича","Фадизовичем","Фадизовичу"
"Фадійович","M","","","","","",""
"Фадіївна","F","","","","","",""
"Фазилович","M","Фазиловичу","Фазиловича","Фазиловичу","Фазиловича","Фазиловичем","Фазиловичу"
"Фазиловна","F","Фазилівно","Фазилівни","Фазилівні","Фазилівни","Фазилівною","Фазилівні"
"Фазилівна","F","","","","","",""
"Фазільович","M","","","","","",""
"Фазілівна","F","","","","","",""
"Фаикович","M","Фаіковичу","Фаіковича","Фаіковичу","Фаіковича","Фаіковичем","Фаіковичу"
"Фаиковна","F","Фаіківно","Фаіківни","Фаіківні","Фаіківни","Фаіківною","Фаіківні"
"Фаильевич","M","Фаільйовичу","Фаільйовича","Фаільйовичу","Фаільйовича","Фаільйовичем","Фаільйовичу"
"Файзалиевич","M","Файзалійовичу","Файзалійовича","Файзалійовичу","Файзалійовича","Файзалійовичем","Файзалійовичу"
"Фалалеевич","M","Фалалійовичу","Фалалійовича","Фалалійовичу","Фалалійовича","Фалалійовичем","Фалалійовичу"
"Фалалиевна","F","Фалаліївно","Фалаліївни","Фалаліївні","Фалаліївни","Фалаліївною","Фалаліївні"
"Фамільович","M","","","","","",""
"Фамілівна","F","","","","","",""
"Фанилович","M","Фаніловичу","Фаніловича","Фаніловичу","Фаніловича","Фаніловичем","Фаніловичу"
"Фанильевич","M","Фанильовичу","Фанильовича","Фанильовичу","Фанильовича","Фанильовичем","Фанильовичу"
"Фанильевна","F","Фаніліївно","Фаніліївни","Фаніліївні","Фаніліївни","Фаніліївною","Фаніліївні"
"Фанисович","M","Фанісовичу","Фанісовича","Фанісовичу","Фанісовича","Фанісовичем","Фанісовичу"
"Фанович","M","Фановичу","Фановича","Фановичу","Фановича","Фановичем","Фановичу"
"Фаретдиновна","F","Фардетдинівно","Фардетдинівни","Фардетдинівні","Фардетдинівни","Фардетдинівною","Фардетдинівні"
"Фаридович","M","Фарідовичу","Фарідовича","Фарідовичу","Фарідовича","Фарідовичем","Фарідовичу"
"Фаридовна","F","Фарідівно","Фарідівни","Фарідівні","Фарідівни","Фарідівною","Фарідівні"
"Фаритович","M","Фаритовичу","Фаритовича","Фаритовичу","Фаритовича","Фаритовичем","Фаритовичу"
"Фаритовна","F","Фаритівно","Фаритівни","Фаритівні","Фаритівни","Фаритівною","Фаритівні"
"Фаритонович","M","Фаритоновичу","Фаритоновича","Фаритоновичу","Фаритоновича","Фаритоновичем","Фаритоновичу"
"Фарихович","M","Фариховичу","Фариховича","Фариховичу","Фариховича","Фариховичем","Фариховичу"
"Фарсевович","M","Фарсевовичу","Фарсевовича","Фарсевовичу","Фарсевовича","Фарсевовичем","Фарсевовичу"
"Фарухович","M","","","","","",""
"Фарухівна","F","","","","","",""
"Фархадович","M","Фархадовичу","Фархадовича","Фархадовичу","Фархадовича","Фархадовичем","Фархадовичу"
"Фархадівна","F","","","","","",""
"Фарханович","M","","","","","",""
"Фарханівна","F","","","","","",""
"Фарідович","M","","","","","",""
"Фарідівна","F","","","","","",""
"Фарізович","M","","","","","",""
"Фарізівна","F","","","","","",""
"Фарітович","M","","","","","",""
"Фарітівна","F","","","","","",""
"Фаріхович","M","","","","","",""
"Фаріховівна","F","","","","","",""
"Фатекович","M","Фатековичу","Фатековича","Фатековичу","Фатековича","Фатековичем","Фатековичу"
"Фатихович","M","Фатиховичу","Фатиховича","Фатиховичу","Фатиховича","Фатиховичем","Фатиховичі"
"Фатиховна","F","Фатихівно","Фатихівни","Фатихівні","Фатихівни","Фатихівною","Фатихівні"
"Фатихівна","F","","","","","",""
"Фатулловна","F","Фатуллівно","Фатуллівни","Фатуллівні","Фатуллівни","Фатуллівною","Фатуллівні"
"Фатулович","M","","","","","",""
"Фатулівна","F","","","","","",""
"Фаудовна","F","Фаудівно","Фаудівни","Фаудівні","Фаудівни","Фаудівною","Фаудівні"
"Фаустовна","F","Фаустівно","Фаустівни","Фаустівні","Фаустівни","Фаустівною","Фаустівні"
"Фахдовна","F","Фахдівно","Фахдівни","Фахдівні","Фахдівни","Фахдівною","Фахдівні"
"Фахитович","M","Фахітовичу","Фахітовича","Фахітовичу","Фахітовича","Фахітовичем","Фахітовичу"
"Фахрадинович","M","Фахрадіновичу","Фахрадіновича","Фахрадіновичу","Фахрадіновича","Фахрадіновичем","Фахрадіновичу"
"Фахразиевич","M","Фахразійовичу","Фахразійовича","Фахразійовичу","Фахразійовича","Фахразійовичем","Фахразійовичу"
"Фахратович","M","Фахратовичу","Фахратовича","Фахратовичу","Фахратовича","Фахратовичем","Фахратовичу"
"Фахратовна","F","Фахратівно","Фахратівни","Фахратівні","Фахратівни","Фахратівною","Фахратівні"
"Фахратівна","F","","","","","",""
"Фахриевна","F","Фахріївно","Фахріївни","Фахріївні","Фахріївни","Фахріївною","Фахріївні"
"Фаясович","M","","","","","",""
"Фаясівна","F","","","","","",""
"Фаікович","M","","","","","",""
"Фаіківна","F","","","","","",""
"Февзеевич","M","Февзійовичу","Февзійовича","Февзійовичу","Февзійовича","Февзійовичем","Февзійовичу"
"Февзиевна","F","Февзіївно","Февзіївни","Февзіївні","Февзіївни","Февзіївною","Февзіївні"
"Февзійович","M","","","","","",""
"Февзіївна","F","","","","","",""
"Федорович","M","Федоровичу","Федоровича","Федоровичу","Федоровича","Федоровичем","Федоровичу"
"Федоровна","F","Федорівно","Федорівни","Федорівні","Федорівни","Федорівною","Федорівні"
"Федорівна","F","","","","","",""
"Федосеевич","M","Федосійовичу","Федосійовича","Федосійовичу","Федосійовича","Федосійовичем","Федосійовичу"
"Федосеевна","F","Федосіївно","Федосіївни","Федосіївні","Федосіївни","Федосіївною","Федосіївні"
"Федосович","M","Федосовичу","Федосовича","Федосовичу","Федосовича","Федосовичем","Федосовичу"
"Федосійович","M","","","","","",""
"Федосіївна","F","","","","","",""
"Федотович","M","Федотовичу","Федотовича","Федотовичу","Федотовича","Федотовичем","Федотовичу"
"Федотовна","F","Федотівно","Федотівни","Федотівні","Федотівни","Федотівною","Федотівні"
"Федотівна","F","","","","","",""
"Фезович","M","Фезовичу","Фезовича","Фезовичу","Фезовича","Фезовичем","Фезовичу"
"Фейзонович","M","Фейзоновичу","Фейзоновича","Фейзоновичу","Фейзоновича","Фейзоновичем","Фейзоновичу"
"Фейрузович","M","Фейрузовичу","Фейрузовича","Фейрузовичу","Фейрузовича","Фейрузовичем","Фейрузовичу"
"Фекритович","M","Фекритовичу","Фекритовича","Фекритовичу","Фекритовича","Фекритовичем","Фекритовичу"
"Фекритовна","F","Фекритівно","Фекритівни","Фекритівні","Фекритівни","Фекритівною","Фекритівні"
"Фекритівна","F","","","","","",""
"Феликсович","M","Феліксовичу","Феліксовича","Феліксовичу","Феліксовича","Феліксовичем","Феліксовичу"
"Феликсовна","F","Феліксівно","Феліксівни","Феліксівні","Феліксівни","Феліксівною","Феліксівні"
"Фелицианович","M","Феліциановичу","Феліциановича","Феліциановичу","Феліциановича","Феліциановичем","Феліциановичу"
"Феліксасович","M","","","","","",""
"Феліксасівна","F","","","","","",""
"Феліксович","M","","","","","",""
"Феліксівна","F","","","","","",""
"Фемиевна","F","Феміївно","Феміївни","Феміївні","Феміївну","Феміївною","Феміївні"
"Феодосиевич","M","Феодосійовичу","Феодосійовича","Феодосійовичу","Феодосійовича","Феодосійовичем","Феодосійовичу"
"Феодосиевна","F","Феодосіївно","Феодосіївни","Феодосіївні","Феодосіївни","Феодосіївною","Феодосіївні"
"Феодосійович","M","","","","","",""
"Феодосіївна","F","","","","","",""
"Феоктисович","M","Феоктісовичу","Феоктісовича","Феоктісовичу","Феоктісовича","Феоктісовичем","Феоктісовичу"
"Феоктистович","M","Феоктістовичу","Феоктістовича","Феоктістовичу","Феоктістовича","Феоктістовичем","Феоктістовичу"
"Феоктистовна","F","Феоктистівно","Феоктистівни","Феоктистівні","Феоктистівни","Феоктистівною","Феоктистівні"
"Феоктисійович","M","","","","","",""
"Феоктисіївна","F","","","","","",""
"Феонович","M","Феоновичу","Феоновича","Феоновичу","Феоновича","Феоновичем","Феоновичу"
"Феофанович","M","Феофановичу","Феофановича","Феофановичу","Феофановича","Феофановичем","Феофановичу"
"Феофановна","F","Феофанівно","Феофанівни","Феофанівні","Феофанівни","Феофанівною","Феофанівні"
"Феофанівна","F","","","","","",""
"Феофилович","M","Феофіловичу","Феофіловича","Феофіловичу","Феофіловича","Феофіловичем","Феофіловичу"
"Феофиловна","F","Феофілівно","Феофілівни","Феофілівні","Феофілівни","Феофілівною","Феофілівні"
"Феофілович","M","","","","","",""
"Феофілівна","F","","","","","",""
"Ферадович","M","Ферадовичу","Ферадовича","Ферадовичу","Ферадовича","Ферадовичем","Ферадовичу"
"Ферапонтович","M","Ферапонтовичу","Ферапонтовича","Ферапонтовичу","Ферапонтовича","Ферапонтовичем","Ферапонтовичу"
"Ферапонтовна","F","Ферапонтівно","Ферапонтівни","Ферапонтівні","Ферапонтівни","Ферапонтівною","Ферапонтівні"
"Ферапонтівна","F","","","","","",""
"Ферасович","M","","","","","",""
"Ферасівна","F","","","","","",""
"Фератович","M","","","","","",""
"Фератовна","F","Фератівно","Фератівни","Фератівні","Фератівни","Фератівною","Фератівні"
"Фератівна","F","","","","","",""
"Фергиевна","F","Фергіївно","Фергіївни","Фергіївні","Фергіївни","Фергіївною","Фергіївні"
"Фердинандович","M","Фердинандовичу","Фердинандовича","Фердинандовичу","Фердинандовича","Фердинандовичем","Фердинандовичу"
"Фердинандовна","F","Фердинандівно","Фердинандівни","Фердинандівні","Фердинандівни","Фердинандівною","Фердинандівні"
"Фердинандівна","F","","","","","",""
"Ференцович","M","Ференцовичу","Ференцовича","Ференцовичу","Ференцовича","Ференцовичем","Ференцовичу"
"Ференцовна","F","Ференцівно","Ференцівни","Ференцівні","Ференцівни","Ференцівною","Ференцівні"
"Ференцівна","F","","","","","",""
"Ферештевович","M","","","","","",""
"Ферештевівна","F","","","","","",""
"Фернандович","M","Фернандовичу","Фернандовича","Фернандовичу","Фернандовича","Фернандовичем","Фернандовичу"
"Ферутдинович","M","Ферутдиновичу","Ферутдиновича","Ферутдиновичу","Ферутдиновича","Ферутдиновичем","Ферутдиновича"
"Ферутдиновна","F","Ферутдинівно","Ферутдинівни","Ферутдинівні","Ферутдинівни","Ферутдинівною","Ферутдинівні"
"Ферутдінович","M","","","","","",""
"Ферутдінівна","F","","","","","",""
"Фетислямович","M","Фетіслямовичу","Фетіслямовича","Фетіслямовичу","Фетіслямовича","Фетіслямовичем","Фетіслямовичу"
"Фиглярович","M","Фігляровичу","Фігляровича","Фігляровичу","Фігляровича","Фігляровичем","Фігляровичу"
"Фиделиевна","F","Фіделіївно","Фіделіївни","Фіделіївні","Фіделіївни","Фіделіївною","Фіделіївні"
"Фикратовна","F","Фікратівно","Фікратівни","Фікратівні","Фікратівни","Фікратівною","Фікратівні"
"Фикретович","M","Фікретовичу","Фікретовича","Фікретовичу","Фікретовича","Фікретовичем","Фікретовичу"
"Филадельфиевна","F","Філадельфіївно","Філадельфіївни","Філадельфіївні","Філадельфіївни","Філадельфіївною","Філадельфіївні"
"Филаретович","M","Філаретовичу","Філаретовича","Філаретовичу","Філаретовича","Філаретовичем","Філаретовичу"
"Филатович","M","Філатовичу","Філатовича","Філатовичу","Філатовича","Філатовичем","Філатовичу"
"Филатовна","F","Філатівно","Філатівни","Філатівні","Філатівни","Філатівною","Філатівні"
"Филимонович","M","Філімоновичу","Філімоновича","Філімоновичу","Філімоновича","Філімоновичем","Філімоновичу"
"Филимоновна","F","Філімонівно","Філімонівни","Філімонівні","Філімонівни","Філімонівною","Філімонівні"
"Филиппович","M","Філіповичу","Філіповича","Філіповичу","Філіповича","Філіповичем","Філіповичу"
"Филипповна","F","Пилипівно","Пилипівни","Пилипівні","Пилипівни","Пилипівною","Пилипівні"
"Филонович","M","Філоновичу","Філоновича","Філоновичу","Філоновича","Філоновичем","Філоновичу"
"Филькович","M","Фільковичу","Фільковича","Фільковичу","Фільковича","Фільковичем","Фільковичу"
"Фильковна","F","Фільківно","Фільківни","Фільківні","Фільківни","Фільківною","Фільківні"
"Финиасович","M","Фініасовичу","Фініасовича","Фініасовичу","Фініасовича","Фініасовичем","Фініасовичу"
"Финогенович","M","Фіногеновичу","Фіногеновича","Фіногеновичу","Фіногеновича","Фіногеновичем","Фіногеновичу"
"Финогеновна","F","Фіногенівно","Фіногенівни","Фіногенівні","Фіногенівни","Фіногенівною","Фіногенівні"
"Фирга Оглы","M","Фірга Огли","Фірга Огли","Фірга Огли","Фірга Огли","Фірга Огли","Фірга Огли"
"Фирдаусович","M","Фірдаусовичу","Фірдаусовича","Фірдаусовичу","Фірдаусовича","Фірдаусовичем","Фірдаусовичу"
"Фирсович","M","Фірсовичу","Фірсовича","Фірсовичу","Фірсовича","Фірсовичем","Фірсовичу"
"Фирсовна","F","Фірсівно","Фірсівни","Фірсівні","Фірсівни","Фірсівною","Фірсівні"
"Флавиевич","M","Флавійовичу","Флавійовича","Флавійовичу","Флавійовича","Флавійовичем","Флавійовичу"
"Флавиевна","F","Флавіївно","Флавіївни","Флавіївні","Флавіївни","Флавіївною","Флавіївні"
"Флавійович","M","","","","","",""
"Флавіївна","F","","","","","",""
"Флорентиевич","M","Флорентійовичу","Флорентійовича","Флорентійовичу","Флорентійовича","Флорентійовичем","Флорентійовичу"
"Флорентиевна","F","Флорентіївно","Флорентіївни","Флорентіївні","Флорентіївни","Флорентіївною","Флорентіївні"
"Флорентійович","M","","","","","",""
"Флорентієвна","F","","","","","",""
"Флорианович","M","Флоріановичу","Флоріановича","Флоріановичу","Флоріановича","Флоріановичем","Флоріановичу"
"Флорович","M","Флоровичу","Флоровича","Флоровичу","Флоровича","Флоровичем","Флоровичу"
"Флоровна","F","Флорівно","Флорівни","Флорівні","Флорівни","Флорівною","Флорівні"
"Флоріанович","M","","","","","",""
"Флоріанівна","F","","","","","",""
"Флорівна","F","","","","","",""
"Флюсовна","F","Флюсівно","Флюсівни","Флюсівні","Флюсівни","Флюсівною","Флюсівні"
"Фоатович","M","Фоатовичу","Фоатовича","Фоатовичу","Фоатовича","Фоатовичем","Фоатовичу"
"Фокиевна","F","Фоківно","Фоківни","Фоківні","Фоківни","Фоківною","Фоківні"
"Фокович","M","Фоковичу","Фоковича","Фоковичу","Фоковича","Фоковичем","Фоковичу"
"Фоківна","F","","","","","",""
"Фолькерович","M","","","","","",""
"Фолькерівна","F","","","","","",""
"Фомиль Оглы","M","Фоміль Огли","Фоміль Огли","Фоміль Огли","Фоміль Огли","Фоміль Огли","Фоміль Огли"
"Фоминична","F","Хомівно","Хомівни","Хомівні","Хомівни","Хомівною","Хомівні"
"Фомич","M","Хомичу","Хомича","Хомичу","Хомича","Хомичем","Хомичу"
"Фомович","M","","","","","",""
"Фомівна","F","","","","","",""
"Фонилиевич","M","Фонилійовичу","Фонилійовича","Фонилійовичу","Фонилійовича","Фонилійовичем","Фонилійовичу"
"Форикович","M","","","","","",""
"Фориківна","F","","","","","",""
"Форманович","M","Формановичу","Формановича","Формановичу","Формановича","Формановичем","Формановичу"
"Форушкаевич","M","Форушкайовичу","Форушкайовича","Форушкайовичу","Форушкайовича","Форушкайовичем","Форушкайовичу"
"Фотиевич","M","Фотійовичу","Фотійовича","Фотійовичу","Фотійовича","Фотійовичем","Фотійовичу"
"Фотиевна","F","Фотіївно","Фотіївни","Фотіївні","Фотіївни","Фотіївною","Фотіївні"
"Фотійович","M","","","","","",""
"Фотійївна","F","","","","","",""
"Франакович","M","Франаковичу","Франаковича","Франаковичу","Франаковича","Франаковичем","Франаковичу"
"Франкович","M","Франковичу","Франковича","Франковичу","Франковича","Франковичем","Франковичу"
"Франковна","F","Франківно","Франківни","Франківні","Франківни","Франківною","Франківні"
"Франкомович","M","","","","","",""
"Франкомівна","F","","","","","",""
"Франківна","F","","","","","",""
"Франсуанович","M","","","","","",""
"Франсуанівна","F","","","","","",""
"Франтишекович","M","Франтішековичу","Франтішековича","Франтішековичу","Франтішековича","Франтішековичем","Франтішековичу"
"Франтишековна","F","Франтишеківно","Франтишеківни","Франтишеківні","Франтишеківни","Франтишеківною","Франтишеківні"
"Францевич","M","Францовичу","Францовича","Францовичу","Францовича","Францовичем","Францовичу"
"Францискович","M","Францисковичу","Францисковича","Францисковичу","Францисковича","Францисковичем","Францисковичу"
"Францисковна","F","Францисківно","Францисківни","Францисківні","Францисківни","Францисківною","Францисківні"
"Францисківна","F","","","","","",""
"Францишекович","M","","","","","",""
"Францишеківна","F","","","","","",""
"Францишкович","M","Францішковичу","Францішковича","Францішковичу","Францішковича","Францішковичем","Францішковичу"
"Францишковна","F","Францішківно","Францішківни","Францішківні","Францішківни","Францішківною","Францішківні"
"Францович","M","","","","","",""
"Францовна","F","Францівно","Францівни","Францівні","Францівни","Францівною","Францівні"
"Францівна","F","","","","","",""
"Фредиславович","M","Фредиславовичу","Фредиславовича","Фредиславовичу","Фредиславовича","Фредиславовичем","Фредиславовичу"
"Фредович","M","Фредовичу","Фредовича","Фредовичу","Фредовича","Фредовичем","Фредовичу"
"Френкович","M","","","","","",""
"Френківна","F","","","","","",""
"Фридович","M","Фрідовичу","Фрідовича","Фрідовичу","Фрідовича","Фрідовичем","Фрідовичу"
"Фридовна","F","Фрідівно","Фрідівни","Фрідівні","Фрідівни","Фрідівною","Фрідівні"
"Фридоновна","F","Фридонівно","Фридонівни","Фридонівні","Фридонівни","Фридонівною","Фридонівні"
"Фридрихович","M","Фрідріховичу","Фрідріховича","Фрідріховичу","Фрідріховича","Фрідріховичем","Фрідріховичу"
"Фридриховна","F","Фрідріхівно","Фрідріхівни","Фрідріхівні","Фрідріхівни","Фрідріхівною","Фрідріхівні"
"Фризанович","M","Фрізановичу","Фрізановича","Фрізановичу","Фрізановича","Фрізановичем","Фрізановичу"
"Фризановна","F","Фрізанівно","Фрізанівни","Фрізанівні","Фрізанівни","Фрізанівною","Фрізанівні"
"Фризиянович","M","Фризияновичу","Фризияновича","Фризияновичу","Фризияновича","Фризияновичем","Фризияновичу"
"Фролович","M","Фроловичу","Фроловича","Фроловичу","Фроловича","Фроловичем","Фроловичу"
"Фроловна","F","Фролівно","Фролівни","Фролівні","Фролівни","Фролівною","Фролівні"
"Фролівна","F","","","","","",""
"Фрунзиевич","M","Фрунзійовичу","Фрунзійовича","Фрунзійовичу","Фрунзійовича","Фрунзійовичем","Фрунзійовичу"
"Фрунзиевна","F","Фрунзіївно","Фрунзіївни","Фрунзіївні","Фрунзіївну","Фрунзіївною","Фрунзіївні"
"Фрунзійович","M","","","","","",""
"Фрунзіївна","F","","","","","",""
"Фрідонович","M","","","","","",""
"Фрідонівна","F","","","","","",""
"Фрідріхович","M","","","","","",""
"Фрідріхівна","F","","","","","",""
"Фрітіофович","M","","","","","",""
"Фрітіофівна","F","","","","","",""
"Фурмановна","F","Фурманівно","Фурманівни","Фурманівні","Фурманівни","Фурманівною","Фурманівні"
"Фюльберовна","F","Фюльберівно","Фюльберівни","Фюльберівні","Фюльберівни","Фюльберівною","Фюльберівні"
"Фідельйович","M","","","","","",""
"Фідельївна","F","","","","","",""
"Фізулійович","M","","","","","",""
"Фізулієвна","F","","","","","",""
"Фікратович","M","","","","","",""
"Фікратівна","F","","","","","",""
"Філаретович","M","","","","","",""
"Філаретівна","F","","","","","",""
"Філович","M","","","","","",""
"Філівна","F","","","","","",""
"Філімонович","M","","","","","",""
"Філімонівна","F","","","","","",""
"Фіногенович","M","","","","","",""
"Фіногенівна","F","","","","","",""
"Фіраддінович","M","","","","","",""
"Фіраддінівна","F","","","","","",""
"Фіргатович","M","","","","","",""
"Фіргатівна","F","","","","","",""
"Фірдаусович","M","","","","","",""
"Фірдаусівна","F","","","","","",""
"Фірузович","M","","","","","",""
"Фірузівна","F","","","","","",""
"Фічович","M","","","","","",""
"Фічівна","F","","","","","",""
"Хагадуровна","F","Хагадурівно","Хагадурівни","Хагадурівні","Хагадурівни","Хагадурівною","Хагадурівні"
"Хагалович","M","Хагаловичу","Хагаловича","Хагаловичу","Хагаловича","Хагаловичем","Хагаловичу"
"Хаганиевич","M","Хаганійовичу","Хаганійовича","Хаганійовичу","Хаганійовича","Хаганійовичем","Хаганійовичу"
"Хаганиевна","F","Хаганіївно","Хаганіївни","Хаганіївні","Хаганіївни","Хаганіївною","Хаганіївні"
"Хаганійович","M","","","","","",""
"Хаганіївна","F","","","","","",""
"Хаджеровна","F","Хаджерівно","Хаджерівни","Хаджерівні","Хаджерівни","Хаджерівною","Хаджерівні"
"Хаджиевич","M","Хаджійовичу","Хаджійовича","Хаджійовичу","Хаджійовича","Хаджійовичем","Хаджійовичу"
"Хаджимуратович","M","Хаджимуратовичу","Хаджимуратовича","Хаджимуратовичу","Хаджимуратовича","Хаджимуратовичем","Хаджимуратовичу"
"Хаджимурзаевич","M","Хаджимурзайовичу","Хаджимурзайовича","Хаджимурзайовичу","Хаджимурзайовича","Хаджимурзайовичем","Хаджимурзайовичу"
"Хаджумарович","M","Хаджумаровичу","Хаджумаровича","Хаджумаровичу","Хаджумаровича","Хаджумаровичем","Хаджумаровичу"
"Хадиевич","M","Хадійовичу","Хадійовича","Хадійовичу","Хадійовича","Хадійовичем","Хадійовичу"
"Хажакович","M","Хажаковичу","Хажаковича","Хажаковичу","Хажаковича","Хажаковичем","Хажаковича"
"Хажаківна","F","","","","","",""
"Хажмударович","M","","","","","",""
"Хажмударівна","F","","","","","",""
"Хазанович","M","Хазановичу","Хазановича","Хазановичу","Хазановича","Хазановичем","Хазановичу"
"Хазбиевич","M","Хазбійовичу","Хазбійовича","Хазбійовичу","Хазбійовича","Хазбійовичем","Хазбійовичу"
"Хазбиевна","F","Хазбіївно","Хазбіївни","Хазбіївні","Хазбіївни","Хазбіївною","Хазбіївні"
"Хазбулатовна","F","Хазбулатівно","Хазбулатівни","Хазбулатівні","Хазбулатівни","Хазбулатівною","Хазбулатівні"
