"!им. ед.","род","род. ед.","дат. ед.","вин. ед.","твор. ед.","предл. ед."
"Розанна","F","Розанны","Розанне","Розанны","Розанноц","Розанне"
"Розум","M","","","","",""
"Роиан","M","Роиана","Роиану","Роиана","Роианом","Роиане"
"Роик","M","","","","",""
"Рокко","M","Рокко","Рокко","Рокко","Рокко","Рокко"
"Роксана","F","Роксаны","Роксане","Роксаны","Роксаной","Роксане"
"Роксолана","F","Роксоланы","Роксолане","Роксоланы","Роксоланой","Роксолане"
"Ролан","M","Ролана","Ролану","Ролана","Роланом","Ролане"
"Роланд","M","Роланда","Роланду","Роланда","Роландом","Роланде"
"Ролим","M","Ролима","Ролиму","Ролима","Ролимом","Ролиме"
"Роман","M","Романа","Роману","Романа","Романом","Романе"
"Романа","F","Романа","Роману","Романа","Романом","Романе"
"Романоз","M","","","","",""
"Ромас","M","","","","",""
"Ромей","M","","","","",""
"Ромела","F","Ромелы","Ромеле","Ромелы","Ромелой","Ромеле"
"Ромен","M","Ромена","Ромену","Ромена","Роменом","Ромене"
"Ромео","M","Ромео","Ромео","Ромео","Ромео","Ромео"
"Ромер","M","","","","",""
"Ромеш","M","Ромеша","Ромешу","Ромеша","Ромешом","Ромеше"
"Ромид","M","","","","",""
"Ромил","M","","","","",""
"Ромуальд","M","Ромуальда","Ромуальду","Ромуальда","Ромуальдом","Ромуальде"
"Ромуальда","F","Ромуальды","Ромуальде","Ромуальды","Ромуальдой","Ромуальде"
"Ромус","M","Ромуса","Ромусу","Ромуса","Ромусом","Ромусе"
"Рональд","M","Рональда","Рональду","Рональда","Рональдом","Рональде"
"Росарио","F","Росарио","Росарио","Росарио","Росарио","Росарио"
"Росина","F","Росины","Росине","Росины","Росиной","Росине"
"Росита","F","Роситы","Росите","Роситы","Роситой","Росите"
"Росица","F","Росицы","Росице","Росицы","Росицой","Росице"
"Ростислав","M","Ростислава","Ростиславу","Ростислава","Ростиславом","Ростиславе"
"Ростислава","F","Ростиславы","Ростиславе","Ростиславы","Ростиславой","Ростиславе"
"Ротелли","M","Ротелли","Ротелли","Ротелли","Ротелли","Ротелли"
"Рохмат","M","","","","",""
"Рубен","M","Рубена","Рубену","Рубена","Рубеном","Рубене"
"Рубик","M","Рубика","Рубику","Рубика","Рубиком","Рубике"
"Рувин","M","Рувина","Рувину","Рувина","Рувином","Рувине"
"Рудем","M","Рудема","Рудему","Рудема","Рудемом","Рудеме"
"Руджий","M","","","","",""
"Рудик","M","Рудика","Рудику","Рудика","Рудиком","Рудике"
"Рудольф","M","Рудольфа","Рудольфу","Рудольфа","Рудольфом","Рудольфе"
"Ружди","M","Руждия","Руждию","Руждия","Руждием","Руждие"
"Ружена","F","Ружены","Ружене","Ружены","Руженой","Ружене"
"Рузанна","F","Рузанны","Рузанне","Рузанны","Рузанной","Рузанне"
"Рузина","F","Рузины","Рузине","Рузины","Рузиной","Рузине"
"Румель","M","Румела","Румелу","Румела","Румелом","Румеле"
"Румен","M","Румена","Румену","Румена","Руменом","Румене"
"Руми","M","Румия","Румию","Румия","Румием","Румие"
"Румия","F","Румии","Румии","Румии","Румиэй","Румие"
"Русан","M","Русана","Русану","Русана","Русаном","Русане"
"Русана","F","Русаны","Русане","Русаны","Русаной","Русане"
"Русико","F","Русико","Русико","Русико","Русико","Русико"
"Руслан","M","Руслана","Руслану","Руслана","Русланом","Руслане"
"Руслана","F","Русланы","Руслане","Русланы","Русланой","Руслане"
"Рустам","M","Рустама","Рустаму","Рустама","Рустамом","Рустаме"
"Рустан","M","Рустана","Рустану","Рустана","Рустаном","Рустане"
"Рустем","M","Рустема","Рустему","Рустема","Рустемом","Рустеме"
"Русудана","F","Русуданы","Русудане","Русуданы","Русуданой","Русудане"
"Рута","F","Руты","Руте","Руты","Рутой","Руте"
"Руф","M","","","","",""
"Руфина","F","Руфины","Руфине","Руфины","Руфиной","Руфине"
"Рухаллах","M","Рухаллаха","Рухаллаху","Рухаллаха","Рухаллахом","Рухаллахе"
"Рушан","M","Рушана","Рушану","Рушана","Рушаном","Рушане"
"Рушана","F","Рушаны","Рушане","Рушаны","Рушаной","Рушане"
"Рысбек","M","Рысбека","Рысбеку","Рысбека","Рысбеком","Рысбеке"
"Рюрик","M","Рюрика","Рюрику","Рюрика","Рюриком","Рюрике"
"Рязан","M","","","","",""
"Саад","M","Саада","Сааду","Саада","Саадом","Сааде"
"Саак","M","Саака","Сааку","Саака","Сааком","Сааке"
"Сабина","F","Сабины","Сабине","Сабины","Сабиной","Сабине"
"Сабир","M","Сабира","Сабиру","Сабира","Сабиром","Сабире"
"Сабирджан","M","","","","",""
"Сабиржан","M","","","","",""
"Сабирзян","M","","","","",""
"Сабит","M","","","","",""
"Сабо","M","Сабо","Сабо","Сабо","Сабо","Сабо"
"Сабохат","F","Сабохат","Сабохат","Сабохат","Сабохат","Сабохат"
"Сабри","M","Сабри","Сабри","Сабри","Сабри","Сабри"
"Сабрий","M","","","","",""
"Сабрин","M","","","","",""
"Сабрина","F","","","","",""
"Сабутаи","M","Сабутаия","Сабутаию","Сабутаия","Сабутаием","Сабутаие"
"Савад","M","","","","",""
"Савалан","M","","","","",""
"Савва","M","Саввы","Савве","Саввы","Саввой","Савве"
"Савватий","M","","","","",""
"Савелий","M","Савелия","Савелию","Савелия","Савелием","Савелие"
"Савко","M","","","","",""
"Савстей","M","","","","",""
"Сагадат","M","","","","",""
"Сагандик","M","Сагандика","Сагандику","Сагандика","Сагандиком","Сагандике"
"Сагир","M","","","","",""
"Сагироглу","M","Сагироглу","Сагироглу","Сагироглу","Сагироглу","Сагироглу"
"Сагит","M","","","","",""
"Садам","M","Садама","Садаму","Садама","Садамом","Садаме"
"Садег-Бонаб","M","Садег-Бонаба","Садег-Бонабу","Садег-Бонаба","Садег-Бонабом","Садег-Бонабе"
"Садие","F","Садии","Садии","Садии","Садией","Садие"
"Садик","M","Садика","Садику","Садика","Садиком","Садике"
"Садикжан","M","","","","",""
"Садир","M","Садира","Садиру","Садира","Садиром","Садире"
"Садук","M","","","","",""
"Садул","M","","","","",""
"Садула","M","","","","",""
"Садык","M","","","","",""
"Саед","M","Саеда","Саеду","Саеда","Саедом","Саеде"
"Сазант","M","","","","",""
"Сазон","M","","","","",""
"Саид","M","Саида","Саиду","Саида","Саидом","Саиде"
"Саида","F","Саиды","Саиде","Саиды","Саидой","Саиде"
"Саиджалил","M","Саиджалила","Саиджалилу","Саиджалила","Саиджалилом","Саиджалиле"
"Саиля","F","Саили","Саили","Саили","Саилей","Саиле"
"Саит","M","","","","",""
"Сайдрауф","M","","","","",""
"Сайлаун","M","","","","",""
"Саймон","M","Саймона","Саймону","Саймона","Саймоном","Саймоне"
"Сайран","M","Сайрана","Сайрану","Сайрана","Сайраном","Сайране"
"Сайфетвих","M","","","","",""
"Сайфутдин","M","","","","",""
"Сакандик","M","","","","",""
"Сакинат","F","Сакинат","Сакинат","Сакинат","Сакинат","Сакинат"
"Салават","M","Салавата","Салавату","Салавата","Салаватом","Салавате"
"Саламех","M","","","","",""
"Саламудин","M","Саламудина","Саламудину","Саламудина","Саламудином","Саламудине"
"Салах","M","","","","",""
"Салахудин","M","","","","",""
"Салех","M","","","","",""
"Салибай","M","","","","",""
"Салим","M","Салима","Салиму","Салима","Салимом","Салиме"
"Салимжан","M","Салимжана","Салимжану","Салимжана","Салимжаном","Салимжане"
"Салифу","M","Салифа","Салифу","Салифа","Салифом","Салифе"
"Салих","M","Салиха","Салиху","Салиха","Салихом","Салихе"
"Салихзян","M","","","","",""
"Салия","F","Салии","Салии","Салии","Салией","Салии"
"Салто","M","","","","",""
"Салям","M","Саляма","Саляму","Саляма","Салямом","Саляме"
"Самат","M","Самата","Самату","Самата","Саматом","Самате"
"Саматл","M","","","","",""
"Самбуївн","M","","","","",""
"Самвел","M","Самвела","Самвелу","Самвела","Самвелом","Самвеле"
"Самдназор","M","Самдназора","Самдназору","Самдназора","Самдназором","Самдназоре"
"Самед","M","","","","",""
"Самиола","F","Самиолы","Самиоле","Самиолы","Самиолой","Самиоле"
"Самир","M","Самира","Самиру","Самира","Самиром","Самире"
"Самира","F","Самиры","Самире","Самиры","Самирой","Самире"
"Самойло","M","","","","",""
"Самсон","M","","","","",""
"Самуил","M","Самуила","Самуилу","Самуила","Самуилом","Самуиле"
"Санасар","M","","","","",""
"Санат","M","Саната","Санату","Саната","Санатом","Санате"
"Санджан","M","","","","",""
"Сандра","F","Сандры","Сандре","Сандры","Сандрой","Сандре"
"Сания","F","Сании","Сании","Сании","Санией","Сании"
"Саният","F","Санияты","Санияте","Санияты","Саниятой","Санияте"
"Санли","M","Санли","Санли","Санли","Санли","Санли"
"Сантгари","M","","","","",""
"Сантима","F","Сантимы","Сантиме","Сантимы","Сантимой","Сантиме"
"Сантьяго","M","","","","",""
"Сара","F","Сары","Саре","Сары","Сарой","Саре"
"Сараджудин","M","","","","",""
"Сарат","M","","","","",""
"Сарвар","M","Сарвара","Сарвару","Сарвара","Сарваром","Сарваре"
"Сарвеш","M","Сарвеша","Сарвешу","Сарвеша","Сарвешем","Сарвеше"
"Сардо","M","","","","",""
"Саркар","M","","","","",""
"Саркис","M","Саркиса","Саркису","Саркиса","Саркисом","Саркисе"
"Сархадин","M","","","","",""
"Сархом","M","","","","",""
"Сасиб","M","","","","",""
"Сатдар-Оглы","M","","","","",""
"Сатим","M","","","","",""
"Саткар Оглы","M","","","","",""
"Саттар","M","","","","",""
"Саул","M","","","","",""
"Саулта","F","Саулты","Саулте","Саулты","Саултой","Саулте"
"Сафа","M","Сафы","Сафе","Сафы","Сафой","Сафе"
"Сафар","M","Сафара","Сафару","Сафара","Сафаром","Сафаре"
"Сафат","M","","","","",""
"Сафий","M","","","","",""
"Сафиул","M","","","","",""
"Сафияхон","F","Сафияхоны","Сафияхоне","Сафияхоны","Сафияхоной","Сафияхоне"
"Сафо","M","","","","",""
"Сафон","M","","","","",""
"Сафот","M","","","","",""
"Сафрон","M","Сафрона","Сафрону","Сафрона","Сафроном","Сафроне"
"Сафтар","M","","","","",""
"Сафуэн","M","Сафуэна","Сафуэну","Сафуэна","Сафуэном","Сафуэне"
"Сахиб","M","Сахиба","Сахибу","Сахиба","Сахибом","Сахибе"
"Саша","M","","","","",""
"Саяд","M","","","","",""
"Свет","M","","","","",""
"Светлан","M","Светлана","Светлану","Светлана","Светланом","Светлане"
"Светлана","F","Светланы","Светлане","Светланы","Светланой","Светлане"
"Светозар","M","Светозара","Светозару","Светозара","Светозаром","Светозаре"
"Свирид","M","Свирида","Свириду","Свирида","Свиридом","Свириде"
"Свиридон","M","","","","",""
"Святослав","M","Святослава","Святославу","Святослава","Святославом","Святославе"
"Святослава","F","Святославы","Святославе","Святославы","Святославой","Святославе"
"Сгамо","M","","","","",""
"Себастьян","M","Себастьяна","Себастьян","Себастьяна","Себастьяном","Себастьяне"
"Себастьянович","M","","","","",""
"Себила","F","Себилы","Себиле","Себилы","Себилой","Себиле"
"Севастьян","M","","","","",""
"Севдин","M","","","","",""
"Севендик","M","","","","",""
"Северин","M","Северина","Северину","Северина","Северином","Северине"
"Северина","F","Северины","Северине","Северины","Севериной","Северине"
"Северьян","M","","","","",""
"Севиль","F","Севиль","Севиль","Севиль","Севиль","Севиль"
"Севкея","F","Севкеи","Севкеи","Севкеи","Севкеей","Севкее"
"Севрий","M","","","","",""
"Седа","F","Седы","Седе","Седы","Седой","Седе"
"Седали","M","","","","",""
"Седдиг","M","Седдига","Седдигу","Седдига","Седдигом","Седдиге"
"Сезар","M","","","","",""
"Сеит","M","","","","",""
"Сеитвели","M","Сеитвелия","Сеитвелию","Сеитвелия","Сеитвелием","Сеитвелие"
"Сеитосман","M","","","","",""
"Сеитхалил","M","","","","",""
"Сейдамет","M","Сейдамета","Сейдамету","Сейдамета","Сейдаметом","Сейдамете"
"Сейджан","M","","","","",""
"Сейджемел","M","","","","",""
"Сейнтхалим","M","","","","",""
"Сейран","M","Сейрана","Сейрану","Сейрана","Сейраном","Сейране"
"Сейт-Велий","M","","","","",""
"Сейт-Элим","M","Сейт-Элима","Сейт-Элиму","Сейт-Элима","Сейт-Элимом","Сейт-Элиме"
"Сейтабла","M","Сейтабла","Сейтаблу","Сейтабла","Сейтаблом","Сейтабле"
"Сейтамет","M","Сейтамета","Сейтамету","Сейтамета","Сейтаметом","Сейтамете"
"Сейтасан","M","Сейтасана","Сейтасану","Сейтасана","Сейтасаном","Сейтасане"
"Сейтбаттал","M","Сейтбаттала","Сейтбатталу","Сейтбаттала","Сейтбатталом","Сейтбаттале"
"Сейтжалил","M","","","","",""
"Сейтмемет","M","","","","",""
"Сейтобай","M","","","","",""
"Сейтумер","M","Сейтумера","Сейтумеру","Сейтумера","Сейтумером","Сейтумере"
"Сейтхалил","M","Сейтхалила","Сейтхалилу","Сейтхалила","Сейтхалилом","Сейтхалиле"
"Сейфудин","M","","","","",""
"Сейфулла","M","Сейфуллы","Сейфулле","Сейфуллы","Сейфуллой","Сейфулле"
"Сейяр","M","Сейяра","Сейяру","Сейяра","Сейяром","Сейяре"
"Сейяф","M","Сейяфа","Сейяфу","Сейяфа","Сейяфом","Сейяфе"
"Селена","F","Селены","Селене","Селены","Селеной","Селене"
"Селиверст","M","","","","",""
"Селим","M","Селима","Селиму","Селима","Селимом","Селиме"
"Селимэ","F","Селимэ","Селимэ","Селимэ","Селимэ","Селимэ"
"Селифон","M","","","","",""
"Сельвер","M","Сельвера","Сельверу","Сельвера","Сельвером","Сельвере"
"Селіверст","M","","","","",""
"Семен","M","Семена","Семену","Семена","Семеном","Семене"
"Сенди","F","Сенди","Сенди","Сенди","Сенди","Сенди"
"Сентябрин","M","","","","",""
"Сентябрина","F","Сентябрины","Сентябрине","Сентябрины","Сентябриной","Сентябрине"
"Сера","F","Серы","Сере","Серы","Серой","Сере"
"Серан","M","Серана","Серану","Серана","Сераном","Серане"
"Серафим","M","Серафима","Серафиму","Серафима","Серафимом","Серафиме"
"Серафима","F","Серафимы","Серафиме","Серафимы","Серафимой","Серафиме"
"Сервер","M","Сервера","Серверу","Сервера","Сервером","Сервере"
"Сервин","M","Сервина","Сервину","Сервина","Сервином","Сервине"
"Сергей","M","Сергея","Сергею","Сергея","Сергеем","Сергее"
"Сергол","M","Сергола","Серголу","Сергола","Серголом","Серголе"
"Сердар","M","Сердара","Сердару","Сердара","Сердаром","Сердаре"
"Серджен","M","Серджена","Серджену","Серджена","Сердженом","Серджене"
"Серен","M","","","","",""
"Серж","M","","","","",""
"Сержиу","M","Сержиу","Сержиу","Сержиу","Сержиу","Сержиу"
"Серик","M","Серика","Серику","Серика","Сериком","Серике"
"Серикбай","M","","","","",""
"Серина","F","Серины","Серине","Серины","Сериной","Серине"
"Серинад","M","","","","",""
"Серинада","F","Серинады","Серинаде","Серинады","Серинадой","Серинаде"
"Сероб","M","","","","",""
"Серол","M","Серола","Серолу","Серола","Серолом","Сероле"
"Серопиан","M","","","","",""
"Сетрак","M","","","","",""
"Сеттар","M","","","","",""
"Сибгатул","M","","","","",""
"Сигизмунд","M","Сигизмунда","Сигизмунду","Сигизмунда","Сигизмундом","Сигизмунде"
"Сиддик","M","Сиддика","Сиддику","Сиддика","Сиддиком","Сиддике"
"Сиджелил","M","","","","",""
"Сидор","M","Сидора","Сидору","Сидора","Сидором","Сидоре"
"Сила","M","","","","",""
"Силард","M","","","","",""
"Сильва","F","Сильвы","Сильве","Сильвы","Сильвой","Сильве"
"Сильванян","M","Сильваняна","Сильваняну","Сильваняна","Сильваняном","Сильваняне"
"Сильвара","F","Сильвары","Сильваре","Сильвары","Сильварой","Сильваре"
"Сильвестр","M","Сильвестра","Сильвестру","Сильвестра","Сильвестром","Сильвестре"
"Сильвиу","M","Сильвиу","Сильвиу","Сильвиу","Сильвиу","Сильвиу"
"Сильвия","F","Сильвии","Сильвии","Сильвии","Сильвией","Сильвии"
"Сим","M","","","","",""
"Сима","F","Симы","Симе","Симы","Симой","Симе"
"Симеил","M","Симеила","Симеилу","Симеила","Симеилом","Симеиле"
"Симон","M","Симона","Симону","Симона","Симоном","Симоне"
"Симона","F","","","","",""
"Симур","M","Симура","Симуру","Симура","Симуром","Симуре"
"Симхо","M","","","","",""
"Синавер","M","","","","",""
"Сингаджи","M","","","","",""
"Сингх","M","","","","",""
"Синифон","M","","","","",""
"Синтия","F","Синтии","Синтии","Синтии","Синтией","Синтие"
"Сиражутдин","M","","","","",""
"Сиразник","M","","","","",""
"Сиран","M","Сирана","Сирану","Сирана","Сираном","Сиране"
"Сирануш","F","Сирануш","Сирануш","Сирануш","Сирануш","Сирануш"
"Сирин","M","","","","",""
"Сирожидин","M","Сирожидина","Сирожидину","Сирожидина","Сирожидином","Сирожидине"
"Ситемин","M","","","","",""
"Ситмер","M","","","","",""
"Сиферет","M","Сиферета","Сиферету","Сиферета","Сиферетом","Сиферете"
"Сиясад","M","Сиясада","Сиясаду","Сиясада","Сиясадом","Сиясаде"
"Сиясат","M","","","","",""
"Скайдрите","F","Скайдрите","Скайдрите","Скайдрите","Скайдрите","Скайдрите"
"Скугмай","F","Скугмай","Скугмай","Скугмай","Скугмай","Скугмай"
"Слава","F","Славы","Славе","Славы","Славой","Славе"
"Слава","M","Славы","Славе","Слава","Славой","Славе"
"Славентин","M","","","","",""
"Славий","M","","","","",""
"Славин","M","","","","",""
"Славина","F","Славины","Славине","Славины","Славиной","Славине"
"Славомир","M","Славомира","Славомиру","Славомира","Славомиром","Славомире"
"Славян","M","","","","",""
"Слободан","M","","","","",""
"Словян","M","Словяна","Словяну","Словяна","Словяном","Словяне"
"Смаил","M","","","","",""
"Снежана","F","Снежаны","Снежане","Снежаны","Снежаной","Снежане"
"Совбат","M","","","","",""
"Созонт","M","","","","",""
"Соин","M","","","","",""
"Сой","M","","","","",""
"Сокол","M","","","","",""
"Сократ","M","","","","",""
"Соловей","M","Соловъя","Соловъю","Соловъя","Соловъем","Соловъе"
"Соломия","F","Соломии","Соломии","Соломии","Соломией","Соломии"
"Соломон","M","","","","",""
"Солтан","M","","","","",""
"Солту","M","","","","",""
"Соната","F","Сонаты","Сонате","Сонаты","Сонатой","Сонате"
"Соня","F","Сони","Соне","Сони","Соней","Соне"
"Соня","M","","","","",""
"Сопер","M","","","","",""
"Сосик","M","","","","",""
"Сослан","M","Сослана","Сослану","Сослана","Сосланом","Сослане"
"Сосо","M","Сосо","Сосо","Сосо","Сосо","Сосо"
"Софико","F","Софико","Софико","Софико","Софико","Софико"
"Софим","M","","","","",""
"София","F","Софии","Софии","Софии","Софией","Софии"
"Сохоббизин","M","Сохоббизина","Сохоббизину","Сохоббизина","Сохоббизином","Сохоббизине"
"Сохра","M","Сохры","Сохре","Сохры","Сохрой","Сохре"
"Спартак","M","Спартака","Спартаку","Спартака","Спартаком","Спартаке"
"Спиридон","M","Спиридона","Спиридону","Спиридона","Спиридоном","Спиридоне"
"Срафил","M","","","","",""
"Сталий","M","Сталия","Сталию","Сталия","Сталием","Сталие"
"Сталина","F","Сталины","Сталине","Сталины","Сталиной","Сталине"
"Сталлен","M","","","","",""
"Стана","F","Станы","Стане","Станы","Станой","Стане"
"Станислав","M","Станислава","Станиславу","Станислава","Станиславом","Станиславе"
"Станислава","F","Станиславы","Станиславе","Станиславы","Станиславой","Станиславе"
"Станко","M","","","","",""
"Станчик","M","Станчика","Станчику","Станчика","Станчиком","Станчике"
"Стас","M","Стаса","Стасу","Стаса","Стасом","Стасе"
"Стах","M","","","","",""
"Стахий","M","Стахия","Стахию","Стахия","Стахием","Стахие"
"Стелла","F","Стеллы","Стелле","Стеллы","Стеллой","Стелле"
"Степан","M","Степана","Степану","Степана","Степаном","Степане"
"Степанида","F","Степаниды","Степаниде","Степаниды","Степанидой","Степаниде"
"Степания","F","Степании","Степании","Степании","Степанией","Степании"
"Стефан","M","Стефана","Стефану","Стефана","Стефаном","Стефане"
"Стефанида","F","Стефаниды","Стефаниде","Стефаниды","Стефанидой","Стефаниде"
"Стефания","F","Стефании","Стефании","Стефании","Стефанией","Стефании"
"Стив","M","Стива","Стиву","Стива","Стивом","Стиве"
"Стоян","M","","","","",""
"Стран","M","Страна","Страну","Страна","Страном","Стране"
"Стратон","M","Стратона","Стратону","Стратона","Стратоном","Стратоне"
"Строля","M","Строля","Стролю","Строля","Стролем","Строле"
"Стюарт","M","Стюарта","Стюарту","Стюарта","Стюартом","Стюарте"
"Суави","M","Суави","Суави","Суави","Суави","Суави"
"Суад","M","Суада","Суаду","Суада","Суадом","Суаде"
"Суана","F","Суаны","Суане","Суаны","Суаной","Суане"
"Субхан","M","","","","",""
"Суваде","F","Суваде","Суваде","Суваде","Суваде","Суваде"
"Суйлура","F","Суйлуры","Суйлуре","Суйлуры","Суйлурой","Суйлуре"
"Суладдин","M","Суладдина","Суладдину","Суладдина","Суладдином","Суладдине"
"Сулейман","M","Сулеймана","Сулейману","Сулеймана","Сулейманом","Сулеймане"
"Сулен","M","","","","",""
"Сулико","M","","","","",""
"Сулим","M","Сулима","Сулим","Сулима","Сулимом","Сулиме"
"Султан","M","Султана","Султану","Султана","Султаном","Султане"
"Сумбат","M","","","","",""
"Сундстрем","M","Сундстрема","Сундстрему","Сундстрема","Сундстремом","Сундстреме"
"Сураддин","M","Сураддина","Сураддину","Сураддина","Сураддином","Сураддине"
"Сурен","M","Сурена","Сурену","Сурена","Суреном","Сурене"
"Сурик","M","","","","",""
"Сусанна","F","Сусанны","Сусанне","Сусанны","Сусанной","Сусанне"
"Суюм","M","","","","",""
"Суюн","M","","","","",""
"Сысой","M","","","","",""
"Сюзанна","F","Сюзанны","Сюзанне","Сюзанны","Сюзанной","Сюзанне"
"Сякира","F","Сякиры","Сякире","Сякиры","Сякирой","Сякире"
"Сялилаун","M","","","","",""
"Таврос","M","","","","",""
"Тагир","M","Тагира","Тагиру","Тагира","Тагиром","Тагире"
"Таде","M","Таде","Таде","Таде","Таде","Таде"
"Тадей","M","Тадея","Тадею","Тадея","Тадеем","Тадее"
"Тадеуш","M","Тадеуша","Тадеушу","Тадеуша","Тадеушом","Тадеуше"
"Таджедин","M","","","","",""
"Таджиддин","M","Таджиддина","Таджиддину","Таджиддина","Таджиддином","Таджиддине"
"Таина","F","Таины","Таине","Таины","Таиной","Таине"
"Таир","M","Таира","Таиру","Таира","Таиром","Таире"
"Таисия","F","Таисии","Таисии","Таисии","Таисией","Таисии"
"Тайво","M","","","","",""
"Тайрэ","F","Тайрэ","Тайрэ","Тайрэ","Тайрэ","Тайрэ"
"Такван","M","","","","",""
"Таквор","M","Таквора","Таквору","Таквора","Таквором","Такворе"
"Талгат","M","Талгата","Талгату","Талгата","Талгатом","Талгате"
"Талиб","M","Талиба","Талибу","Талиба","Талибом","Талибе"
"Талий","M","Талия","Талию","Талия","Талием","Талие"
"Талил","M","","","","",""
"Талим","M","","","","",""
"Талимон","M","","","","",""
"Талина","F","Талины","Талине","Талины","Талиной","Талине"
"Талита","F","Талиты","Талите","Талиты","Талитой","Талите"
"Талиф","M","Талифа","Талифу","Талифа","Талифом","Талифе"
"Талла","F","Таллы","Талли","Таллы","Таллой","Талле"
"Тальгат","M","Тальгата","Тальгату","Тальгата","Тальгатом","Тальгате"
"Талят","M","Талята","Таляту","Талята","Талятом","Таляте"
"Тамаз","M","","","","",""
"Тамази","M","Тамазия","Тамазию","Тамазия","Тамазием","Тамазие"
"Тамазий","M","","","","",""
"Тамал","M","Тамала","Тамалу","Тамала","Тамалом","Тамале"
"Таман","M","Тамана","Таману","Тамана","Таманом","Тамане"
"Тамара","F","Тамары","Тамаре","Тамары","Тамарой","Тамаре"
"Тамарай","M","Тамарая","Тамараю","Тамарая","Тамараем","Тамарае"
"Тамаш","M","Тамаша","Тамашу","Тамаша","Тамашом","Тамаше"
"Тамерлан","M","Тамерлана","Тамерлану","Тамерлана","Тамерланом","Тамерлане"
"Тамил","M","","","","",""
"Тамила","F","Тамилы","Тамиле","Тамилы","Тамилой","Тамиле"
"Тамина","F","Тамины","Тамине","Тамины","Таминой","Тамине"
"Танас","M","","","","",""
"Танасий","M","Танасия","Танасию","Танасия","Танасием","Танасие"
"Танзиля","F","Танзили","Танзили","Танзили","Танзилей","Танзили"
"Тарас","M","Тараса","Тарасу","Тараса","Тарасом","Тарасе"
"Тариэл","M","Тариэла","Тариэлу","Тариэла","Тариэлом","Тариэле"
"Тарлан","M","Тарлана","Тарлану","Тарлана","Тарланом","Тарлане"
"Тарон","M","Тарона","Тарону","Тарона","Тароном","Тароне"
"Таскирэ","F","Таскирэ","Таскирэ","Таскирэ","Таскирэ","Таскирэ"
"Татевос","M","","","","",""
"Татос","M","","","","",""
"Татьяна","F","Татьяны","Татьяне","Татьяны","Татьяной","Татьяне"
"Тахир","M","Тахира","Тахиру","Тахира","Тахиром","Тахире"
"Тация","F","Тации","Тации","Тации","Тацией","Тацие"
"Тачат","M","","","","",""
"Ташбулат","M","","","","",""
"Ташмурад","M","Ташмурада","Ташмураду","Ташмурада","Ташмурадом","Ташмураде"
"Теван","M","Тевана","Тевану","Тевана","Теваном","Теване"
"Тевзие","F","Тевзие","Тевзие","Тевзие","Тевзие","Тевзие"
"Тевидэ","F","Тевидэ","Тевидэ","Тевидэ","Тевидэ","Тевидэ"
"Тевфик","M","Тевфика","Тевфику","Тевфика","Тевфиком","Тевфике"
"Тезей","M","","","","",""
"Тейвуз","M","","","","",""
"Теймур","M","Теймура","Теймуру","Теймура","Теймуром","Теймуре"
"Теймураз","M","Теймураза","Теймуразу","Теймураза","Теймуразом","Теймуразе"
"Тейфун","M","Тейфуна","Тейфуну","Тейфуна","Тейфуном","Тейфуне"
"Текля","F","","","","",""
"Телимар","M","Телимара","Телимару","Телимара","Телимаром","Телимаре"
"Телимон","M","","","","",""
"Телисфор","M","","","","",""
"Телман","M","Телмана","Телману","Телмана","Телманом","Телмане"
"Тельман","M","","","","",""
"Телюб","M","Телюба","Телюбу","Телюба","Телюбом","Телюбе"
"Темирбай","M","","","","",""
"Темиргали","M","","","","",""
"Темури","M","Темурия","Темурию","Темурия","Темурием","Темурие"
"Тенгиз","M","Тенгиза","Тенгизу","Тенгиза","Тенгизом","Тенгизе"
"Теодозий","M","Теодозия","Теодозию","Теодозия","Теодозием","Теодозие"
"Теодозия","F","Теодозии","Теодозии","Теодозии","Теодозией","Теодозие"
"Теодор","M","Теодора","Теодору","Теодора","Теодором","Теодоре"
"Теодора","F","Теодоры","Теодоре","Теодоры","Теодорой","Теодоре"
"Теодоро-Альгитанто","M","","","","",""
"Теофан","M","","","","",""
"Теофаний","M","Теофания","Теофанию","Теофания","Теофанием","Теофание"
"Теофил","M","Теофила","Теофилу","Теофила","Теофилом","Теофиле"
"Теофилия","F","Теофилии","Теофилии","Теофилии","Теофилией","Теофилии"
"Тереза","F","Терезы","Терезе","Терезы","Терезой","Терезе"
"Терентий","M","Терентия","Терентию","Терентия","Терентием","Терентие"
"Теуфек","M","","","","",""
"Тешай","M","","","","",""
"Тешат","M","Тешата","Тешату","Тешата","Тешатом","Тешате"
"Тея","F","Теи","Теи","Теи","Теей","Тее"
"Тибер","M","","","","",""
"Тиберий","M","Тиберия","Тиберию","Тиберия","Тиберием","Тиберие"
"Тибор","M","Тибора","Тибору","Тибора","Тибором","Тиборе"
"Тигран","M","Тиграна","Тиграну","Тиграна","Тиграном","Тигране"
"Тилет","M","","","","",""
"Тим","M","Тима","Тиму","Тима","Тимом","Тиме"
"Тимея","F","Тимеи","Тимеи","Тимеи","Тимеей","Тимее"
"Тимон","M","","","","",""
"Тимофей","M","Тимофея","Тимофею","Тимофея","Тимофеем","Тимофее"
"Тимош","M","Тимоша","Тимошу","Тимоша","Тимошем","Тимоше"
"Тимур","M","Тимура","Тимуру","Тимура","Тимуром","Тимуре"
